VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2019-01-01 19:02:53,2019-01-01 19:04:22,2,0.49,1,N,142,142,4,-3.5,0.0,-0.5,0.0,0.0,-0.3,-4.3,
2,2019-01-01 19:11:06,2019-01-01 19:11:40,1,0.07,1,N,144,144,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 19:54:56,2019-01-01 19:54:59,1,0.0,1,N,132,132,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 19:18:08,2019-01-01 19:22:25,6,0.0,1,N,263,263,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 19:53:31,2019-01-01 20:01:21,1,0.41,1,N,158,90,3,-6.5,0.0,-0.5,0.0,0.0,-0.3,-7.3,
2,2019-01-01 18:57:35,2019-01-01 18:57:55,1,0.03,1,N,143,143,3,-2.5,0.0,-0.5,0.0,0.0,-0.3,-3.3,
2,2019-01-01 19:39:27,2019-01-01 19:47:30,1,0.71,1,N,100,230,3,-6.5,0.0,-0.5,0.0,0.0,-0.3,-7.3,
2,2019-01-01 19:47:34,2019-01-02 18:52:06,1,0.11,5,N,1,1,4,-142.06,0.0,0.0,0.0,0.0,-0.3,-142.36,
2,2019-01-01 20:56:36,2019-01-01 21:00:38,1,0.59,1,N,244,116,4,-4.5,-0.5,-0.5,0.0,0.0,-0.3,-5.8,
2,2019-01-01 20:37:49,2019-01-01 20:40:02,1,0.78,1,N,193,7,3,-4.0,-0.5,-0.5,0.0,0.0,-0.3,-5.3,
2,2019-01-01 20:02:23,2019-01-01 20:08:28,2,0.71,1,N,43,230,4,-5.5,-0.5,-0.5,0.0,0.0,-0.3,-6.8,
2,2019-01-01 20:26:02,2019-01-01 20:27:57,1,0.37,1,N,263,263,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 20:25:05,2019-01-01 20:30:33,5,0.51,1,N,237,161,4,-5.5,-0.5,-0.5,0.0,0.0,-0.3,-6.8,
2,2019-01-01 20:46:43,2019-01-01 20:53:08,1,1.1,1,N,163,230,3,-6.5,-0.5,-0.5,0.0,0.0,-0.3,-7.8,
2,2019-01-01 20:41:26,2019-01-01 20:45:41,1,0.27,1,N,100,100,3,-4.5,-0.5,-0.5,0.0,0.0,-0.3,-5.8,
2,2019-01-01 20:10:13,2019-01-01 20:10:31,1,0.0,2,N,148,79,4,-52.0,0.0,-0.5,0.0,0.0,-0.3,-52.8,
2,2019-01-01 20:04:38,2019-01-01 20:07:27,1,0.29,1,N,164,234,3,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 20:58:40,2019-01-01 21:04:19,1,0.0,1,N,219,219,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-01 20:49:40,2019-01-01 20:52:33,3,0.93,1,N,236,75,3,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-6.3,
2,2019-01-01 20:30:47,2019-01-01 21:02:12,1,17.04,2,N,132,162,4,-52.0,0.0,-0.5,0.0,-5.76,-0.3,-58.56,
2,2019-01-01 21:10:14,2019-01-01 21:10:15,1,2.31,1,N,142,161,2,-10.0,-0.5,-0.5,0.0,0.0,-0.3,-11.3,
2,2019-01-01 21:36:34,2019-01-01 21:43:38,1,0.55,1,N,238,238,4,-6.0,-0.5,-0.5,0.0,0.0,-0.3,-7.3,
2,2019-01-01 21:52:21,2019-01-01 21:54:22,1,0.34,1,N,238,238,4,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
2,2019-01-01 21:06:35,2019-01-01 21:07:50,1,0.33,1,N,216,216,3,-3.5,-0.5,-0.5,0.0,0.0,-0.3,-4.8,
